cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,
f,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p,0
f,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p,0
f,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
x,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p,0
f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p,0
f,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,e,0
f,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
f,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p,0
f,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p,0
f,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
f,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
k,y,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p,0
f,y,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,e,0
f,y,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
f,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p,0
f,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e,0
x,f,w,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,n,g,p,0
x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
x,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
x,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
x,s,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
x,f,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g,p,0
f,y,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
f,y,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,e,0
k,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
k,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
f,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
x,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
k,f,w,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g,e,0
k,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
x,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p,0
f,y,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
f,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p,0
x,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e,0
f,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
x,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,e,0
x,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
f,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p,0
f,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,e,0
f,y,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
f,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e,0
f,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
f,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p,0
k,s,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
f,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p,0
f,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
f,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
k,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p,0
f,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
f,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p,0
x,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,b,v,l,e,0
x,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
k,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
f,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
f,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p,0
f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
x,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
x,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p,0
x,s,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,e,0
f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p,0
x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p,0
k,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p,0
x,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p,0
x,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p,0
k,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,e,0
x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
f,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p,0
f,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p,0
f,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p,0
f,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
k,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p,0
f,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p,0
f,s,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p,0
f,y,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p,0
f,y,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p,0
x,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p,0
f,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p,0
f,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p,0
x,s,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g,e,0
k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p,0
x,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p,0
f,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
k,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
x,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,e,0
x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,e,0
k,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
x,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
k,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
x,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
f,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,e,0
f,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
f,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
f,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
x,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p,0
f,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p,0
x,s,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p,0
x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
x,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
x,s,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
x,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,e,0
f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
x,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,e,0
x,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
f,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p,0
k,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p,0
k,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p,0
f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
f,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p,0
x,s,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
x,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
f,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p,0
x,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
x,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,e,0
f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
x,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p,0
f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
k,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p,0
x,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,e,0
f,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
f,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
b,f,g,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,s,g,e,0
x,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
k,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p,0
b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,y,v,l,e,0
f,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
x,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
x,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
k,y,c,f,m,a,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p,0
x,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p,0
x,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,s,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
f,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
f,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p,0
f,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,e,0
x,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p,0
f,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
f,y,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p,0
x,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p,0
f,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p,0
x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p,0
x,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
k,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
x,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
x,s,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p,0
x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e,0
f,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p,0
x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p,0
k,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p,0
f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p,0
f,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p,0
f,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
f,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p,0
f,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p,0
x,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
f,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
f,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
f,s,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p,0
k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p,0
f,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p,0
f,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p,0
x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p,0
x,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
f,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p,0
x,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p,0
f,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p,0
x,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,e,0
x,s,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,s,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,e,0
x,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
f,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
x,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p,0
x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p,0
x,y,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
x,s,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p,0
f,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p,0
x,s,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
x,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p,0
f,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
x,s,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p,0
f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p,0
x,y,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p,0
f,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p,0
x,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p,0
k,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
x,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p,0
x,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
f,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
x,f,g,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,s,g,e,0
x,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p,0
f,s,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,e,0
x,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p,0
x,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
x,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p,0
b,f,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,s,g,e,0
f,y,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p,0
f,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,e,0
x,y,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p,0
f,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p,0
f,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p,0
k,f,g,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,s,g,e,0
b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,o,c,l,e,0
f,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p,0
x,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,e,0
f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p,0
f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p,0
f,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,e,0
f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p,0
f,y,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p,0
f,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p,0
f,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,e,0
x,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,f,w,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,n,g,e,0
f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,e,0
x,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,e,0
x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p,0
x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p,0
x,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p,0
f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p,0
x,y,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p,0
f,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p,0
f,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p,0
x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,e,0
x,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p,0
